PMNAME,PMUNIT,PMSARATE,PMPURATE,PMMRRATE,PM_GSTPER,PMGROUP
KIS MIX.FURITJAM      200G,OTHERS,65,50.79,60,0,GENERAL
KIS MR.FRUIT          100G,OTHERS,16,0,16,0,GENERAL
KIS ORANGE SQUAS      700G,OTHERS,55,0,55,0,GENERAL
KIS PINEAPPLE JAM     500G,OTHERS,68,0,68,0,GENERAL
KIS PINEAPPLE.SQ      700G,OTHERS,55,0,55,0,GENERAL
VIM BAR 85g,OTHERS,5,4.56,5,0,GENERAL
RAJARAM CHOCOLATE,OTHERS,25,20,25,0,GENERAL
KIS ROSE SYRUP        700G,OTHERS,55,0,55,0,GENERAL
KIS TOM PATAKA        200G,OTHERS,26,13.76,26,0,GENERAL
KIS TOM PATAKA        500G,OTHERS,53,0,53,0,GENERAL
KIS TOM TOM           200G,OTHERS,25,0,25,0,GENERAL
KIS TOMATO CHILLY SU  200G,OTHERS,24,0,24,0,GENERAL
KIS TOMATO CHILLY SU  500G,OTHERS,105,86.01,57,0,GENERAL
KIS TOMATO PUREE      1NO,OTHERS,12.5,0,12.5,0,GENERAL
KIS TOMATO SAUSE      200G,OTHERS,10,0,30,0,GENERAL
KIS TOMATO SAUSE      500G,OTHERS,52,0,52,0,GENERAL
KIS TOMT.KETUHUP      200G,OTHERS,24,0,24,0,GENERAL
KIS TOMT.KETUHUP      500G,OTHERS,54,86.01,54,12,GENERAL
KIT-KAT 37.3G,OTHERS,25,22.27,25,0,GENERAL
KIT-KAT 13.2GM,OTHERS,10,9.09,10,0,GENERAL
KIT-KAT 18GM,OTHERS,15,13.64,15,0,GENERAL
KIT KAT TRUFFLE,OTHERS,100,85,100,0,GENERAL
KITKAT DSRT DIGT(3*50G),OTHERS,50,130.49,50,0,GENERAL
KITE DETERGENT POWDER 500G,OTHERS,14,0,14,0,GENERAL
KIWI & PRODUCTSS      1NO,OTHERS,42,0,45,0,GENERAL
KIWI BLA,OTHERS,0,0,0,0,GENERAL
KIWI BLACK            15G,OTHERS,15,0,15,0,GENERAL
KIWI BLACK            40G,OTHERS,29,0,29,0,GENERAL
KIWI BLACK LIQ S.P    75G,OTHERS,74,68.18,74,0,GENERAL
KIWI BURSH            1NO,OTHERS,25,0,25,0,GENERAL
LAKME NATU FINIS MAKE 40G,OTHERS,60,0,60,0,GENERAL
LAKME PENCIL          1NO,OTHERS,12,0,12,0,GENERAL
LAKME R NIGHT CREAM   55G,OTHERS,69,0,69,0,GENERAL
LAKME RF. PACK        50G,OTHERS,39,0,39,0,GENERAL
LAKME SOFT&SILKY      45G,OTHERS,24,0,24,0,GENERAL
LAKME SOFT&SILKY      80G,OTHERS,37,0,37,0,GENERAL
LAKME STRAWBERRY SILK 50G,OTHERS,65,131.58,65,0,GENERAL
AACHI GULAB JAMUN MIX 20,OTHERS,130,103.73,130,0,GENERAL
LAKME SUN EXPERT      55G,OTHERS,225,197.37,225,0,GENERAL
LAKME SUNSCREEN LOTIO 120G,OTHERS,84,0,84,0,GENERAL
LAKME SUNSCREEN LOTIO 200G,OTHERS,129,0,129,0,GENERAL
LAKME SUNSCREEN LOTIO 60G,OTHERS,50,0,50,0,GENERAL
LAKME ULT EYE LINER   1NO,OTHERS,35,0,35,0,GENERAL
LAKME ULT.S PASTAL    30G,OTHERS,38.75,0,38.75,0,GENERAL
LAKME ULT.SATIN ROSE  30G,OTHERS,43,0,43,0,GENERAL
LAKME ULT.SS GOLD     30G,OTHERS,43,0,43,0,GENERAL
LAKME ULT.SSBEIGE     30G,OTHERS,43,0,43,0,GENERAL
LAKME ULT.SSN IVORY   30G,OTHERS,43,0,43,0,GENERAL
LAKME ULTRALINE       10ML,OTHERS,38,0,38,0,GENERAL
LAKME ULTRASILK       20G,OTHERS,37,0,37,0,GENERAL
LAKME US.FACE POWDER  25G,OTHERS,17.45,0,17.45,0,GENERAL
LAKME WIN.C.LOTION    120G,OTHERS,46,0,46,0,GENERAL
LAKME WIN.C.LOTION    60G,OTHERS,26.5,0,26.5,0,GENERAL
LAKME WINTER CARE     200G,OTHERS,75,0,75,0,GENERAL
LAKMI'S PISTA FEAST     200G,OTHERS,32,0,32,0,GENERAL
LAKSHMI'S BADAM MIX   200G,OTHERS,31,0,31,0,GENERAL
LAKSME ROSE MILK      1NO,OTHERS,32,0,32,0,GENERAL
LAKSMI'S BADAM FEAST    200G,OTHERS,32,0,32,0,GENERAL
LAKSMI'S PISTA FEAST    200G,OTHERS,32,0,32,0,GENERAL
LAKSMI'S ROSE MILK      200G,OTHERS,32,0,32,0,GENERAL
LAL QUILLA BAS RICE   1KG,OTHERS,210,141.75,162,0,GENERAL
LAL TAIL OIL         120ML,OTHERS,51,0,51,0,GENERAL
LALAH'S  POWDER       1NO,OTHERS,71,0,71,0,GENERAL
LANES BREAD           400G,OTHERS,9.5,0,9.5,0,GENERAL
LANES CAKES           1PK,OTHERS,15,0,15,0,GENERAL
LASSI GO 200ML,OTHERS,20,17.53,20,0,GENERAL
LAVANGAM              100G,OTHERS,180,0,190,0,GENERAL
LAVANGAM              10G,OTHERS,18,0,18,0,GENERAL
LAVANGAM              1KG,OTHERS,1250,700,1250,0,GENERAL
LAVANGAM              50G,OTHERS,30,0,30,0,GENERAL
LAXMAN REKHA          1NO,OTHERS,16,0,16,0,GENERAL
LAYS SPANISH TOMATO 30G,OTHERS,10,8.5,10,0,GENERAL
LAYS SALTED 52G,OTHERS,20,17,20,0,GENERAL
LAYS SALTED 25G,OTHERS,10,10,10,0,GENERAL
LAYS MAGIC MASALA 52G,OTHERS,30,26.45,20,0,GENERAL
LAYS MAGIC MASALA 30G,OTHERS,10,9.09,10,0,GENERAL
LAYS A.CREAM&ONION52G,OTHERS,20,17.64,20,0,GENERAL
LAYS A.CREAM&ONION30G,OTHERS,10,8.87,10,0,GENERAL
REXONA WOMEN ROLL50M,OTHERS,125,108.7,125,0,GENERAL
LAYS SPANISH TOMATO 52G,OTHERS,20,18.15,20,0,GENERAL
LEHAR KURKURE MASALA  55G,OTHERS,10,0,10,0,GENERAL
LEHAR KURKURE TWISTEEY60G,OTHERS,10,0,10,0,GENERAL
LEMON PUFF            1PK,OTHERS,12,0,12,0,GENERAL
LETTUCE               BUNC,OTHERS,1,0,1,0,GENERAL
IDIYAPAM,OTHERS,70,0,70,0,GENERAL
LG POWDER  100g,OTHERS,154,105,154,0,GENERAL
LG POWDER  50g,OTHERS,79,54,75,0,GENERAL
LB HANDWASH PO185m,OTHERS,99,39.73,99,0,GENERAL
LIFEBUOY ACTIVE READ  150G,OTHERS,10,0,10,0,GENERAL
LIFEBUOY GOLD         125G,OTHERS,17,20.37,17,0,GENERAL
AACHI GARAM MAS50G,OTHERS,35,21,35,0,GENERAL
LIFEBUOY GOLD         75G,OTHERS,14,0,14,0,GENERAL
LIFEBUOY GREEN        100G,OTHERS,12,0,12,0,GENERAL
LIFEBUOY LIQUID 1LR,OTHERS,130,87.5,130,0,GENERAL
LIFEBUOY PLUS         100G,OTHERS,12,0,12,0,GENERAL
LIFEBUOY PLUS         150G,OTHERS,22,0,17,0,GENERAL
LIFEBUOY SOAP         75G,OTHERS,10,0,4.5,0,GENERAL
LIFEBUOY TALCK        100G,OTHERS,28,0,28,0,GENERAL
LIFEBUOY TALCK        400G,OTHERS,68,0,68,0,GENERAL
LIJJAT PD CHIPS       100G,OTHERS,9,0,9,0,GENERAL
LIJJAT PD GARLIC      200G,OTHERS,16.5,0,16.5,0,GENERAL
AACHI SAMBAR POW100G,OTHERS,47,27,47,0,GENERAL
LIJJAT PD UDAD        200G,OTHERS,13.5,0,13.5,0,GENERAL
LIJJAT PEPPER PAPPAD  1NO,OTHERS,33,0,30,0,GENERAL
LIMCA               200ML,OTHERS,15,12.75,20,0,GENERAL
LIME                  1N,OTHERS,2,0,2,0,GENERAL
LIME SHOT             1KG,OTHERS,12,0,12,0,GENERAL
LIME SHOT SOAP        400G,OTHERS,10.5,0,10.5,0,GENERAL
LION DATES & PRODUCT  1NO,OTHERS,20,132.17,20,0,GENERAL
SHINGAR EYEBROW PENCIL,OTHERS,49,39.21,49,0,GENERAL
LION DATES B.BOX 250g,OTHERS,123,107.01,123,0,GENERAL
MCVITIES DIGESTIVE250g,OTHERS,68,61.19,68,0,GENERAL
AACHI TUR POW 50GM,OTHERS,19,6.5,13,0,GENERAL
LION DATES SYRUP 250g,OTHERS,107,93.04,107,0,GENERAL
LION DATES SYRUP 500g,OTHERS,196,170.43,196,0,GENERAL
LION HONEY 100g,OTHERS,46,40.02,46,0,GENERAL
LION HONEY 250g,OTHERS,154,132.44,154,0,GENERAL
LION HONEY 500g,OTHERS,215,186.95,215,0,GENERAL
LION HONEY 50g,OTHERS,28,24.35,28,0,GENERAL
MCVITIES RICH TEA,OTHERS,159,143.1,159,0,GENERAL
LION JAM 250g 1+1,OTHERS,88,78.62,88,0,GENERAL
PREMIER TOI LARGE,OTHERS,50,38.46,50,0,GENERAL
PARLE HIDE & SEEK20g,OTHERS,50,8.93,50,0,GENERAL
AACHI IDLY CHILLI POWDER,OTHERS,34,11.31,18,0,GENERAL
PLASTIC SPOON GOLD 1PA,OTHERS,80,35,80,0,GENERAL
LIRIL ICY COOL MINT   250M,OTHERS,90,0,90,0,GENERAL
LIRIL ICY COOL MINT   75G,OTHERS,30,0,30,0,GENERAL
LIRIL SOAP            150G,OTHERS,51,44.39,51,0,GENERAL
LIRIL SOAP            75G,OTHERS,30,0,16,0,GENERAL
LIRIL TALCOM POWDER   400G,OTHERS,50.95,0,50.95,0,GENERAL
LIRIL TALCOM POWDER   80G,OTHERS,26,0,26,0,GENERAL
LISSOME NAIL COLOUR   1NO,OTHERS,35,47.83,35,0,GENERAL
LISSOME SOFT          1NO,OTHERS,40,0,40,0,GENERAL
LITTLE GOURD          1KG,OTHERS,1,0,1,0,GENERAL
LITTLE HEARTS         75G,OTHERS,20,9,20,0,GENERAL
LIVON SILKY POTION       100ML,OTHERS,250,225.27,250,0,GENERAL
LIVON SILKY POTION    50ML,OTHERS,86,62.19,86,0,GENERAL
LIZOL  500 ml,OTHERS,98,87,98,0,GENERAL
LOCK                  1NO,OTHERS,30,0,25,0,GENERAL
LOLLY POP1no,OTHERS,5,4.33,5,0,GENERAL
LOREAL EXCELLENCE CREME  1NO,OTHERS,249,222.33,249,0,GENERAL
LOREAL HAIR DYE       1NO,OTHERS,120,0,120,0,GENERAL
AACHI PULIYOGAREY POWDER,OTHERS,85,68.62,85,0,GENERAL
LOTUS TOILET ROL      200G,OTHERS,44,0,44,0,GENERAL
LOYAL GUM             30ML,OTHERS,3.25,0,3.25,0,GENERAL
LUX BEAUTY SOAP       100G,OTHERS,32,29.19,32,0,GENERAL
LUX BEAUTY SOAP WHITE 100G,OTHERS,10,0,12.5,0,GENERAL
LUX BODY WASH         250M,OTHERS,199,90,99,0,GENERAL
LUX DULL SHAMPOO      100M,OTHERS,30,0,29,0,GENERAL
LUX DULL SHAMPOO      200M,OTHERS,54,0,54,0,GENERAL
LUX FACE WASH         50GR,OTHERS,90,0,90,0,GENERAL
LUX INTERNATIONAL     150G,OTHERS,25,0,25,0,GENERAL
LUX INTERNATIONAL     75G,OTHERS,16,0,16,0,GENERAL
AACHI CHIC MAS,OTHERS,55,30.01,55,0,GENERAL
LUX NORMAL SHAMPOO    100M,OTHERS,29,0,29,0,GENERAL
LUX NORMAL SHAMPOO    200M,OTHERS,54,0,54,0,GENERAL
LUX SAFFRON SOAP      100G,OTHERS,12.5,0,12.5,0,GENERAL
LUX SUN FASH WASH     50G,OTHERS,20,0,20,0,GENERAL
M-SEAL                100G,OTHERS,17,11.32,17,0,GENERAL
PEN 30037,OTHERS,10,7.5,10,0,GENERAL
NIR APPAM IDIYA,OTHERS,53,44.16,50,0,GENERAL
KWALITY CHOCO MINI40ML,OTHERS,10,8.33,10,0,GENERAL
MAGGI & PRODUCT       1NO,OTHERS,12,0,67,0,GENERAL
AACHI BRIYANI MASALA 50,OTHERS,30,25,30,0,GENERAL
MAGGI CHICKEN NOODLES,OTHERS,20,18.35,20,0,GENERAL
MAGGI EXTRA TASTE     1NO,OTHERS,15,13.49,15,0,GENERAL
MAGGI HOT LIME PICKLE 300G,OTHERS,42,0,42,0,GENERAL
MAGGI HOT&SWEET       200G,OTHERS,60,55.04,60,0,GENERAL
MAGGI HOT&SWEET       600G,OTHERS,90,91.74,105,0,GENERAL
MAGGI MACRONI CHIC    85G,OTHERS,13,0,13,0,GENERAL
MAGGI MACRONI MASALA  75G,OTHERS,12,9.75,12,0,GENERAL
MAGGI MACRONI TOMATO  85G,OTHERS,13,0,13,0,GENERAL
MAGGI MANGO PICKLE    400G,OTHERS,42,61.47,42,0,GENERAL
MAGGI MIXED PICKLE    400G,OTHERS,42,78.9,42,0,GENERAL
AACHI CURRY MASLA 50 G,OTHERS,27,16.22,27,0,GENERAL
MAGGI MIXED VEG SOUP  52G,OTHERS,20,18.18,29,0,GENERAL
MAGGI NOODLES CHICKEN 100G,OTHERS,50,51.38,50,0,GENERAL
MAGGI NOODLES CURRY   100G,OTHERS,10,0,10,0,GENERAL
MAGGI NOODLES MASALA  100G,OTHERS,12,0,12,0,GENERAL
MAGGI MASALA NOODLES  20,OTHERS,24,22.02,25,0,GENERAL
MAGGI NOODLES MASALA560g,OTHERS,96,88.07,96,0,GENERAL
MAGGI NOODLES MASALA  50GR,OTHERS,23,0,5,0,GENERAL
NESCAFE RTD LATTE,OTHERS,30,25.6,30,0,GENERAL
MAGGI PLAIN DOSA      500G,OTHERS,39,0,39,0,GENERAL
MAGGI PUNJABI PICKLE  1NO,OTHERS,42,0,42,0,GENERAL
AACHI CHIL CHIC MAS50g,OTHERS,30,17.02,30,0,GENERAL
MAGGI RICH CHICK.SOUP 65G,OTHERS,20,0,20,0,GENERAL
MAGGI RICH MUSHROOM   60G,OTHERS,25,0,25,0,GENERAL
MAGGI RICH TOMATA     60G,OTHERS,20,0,20,0,GENERAL
MAGGI SEA SONIHG VEG  1NO,OTHERS,20,0,20,0,GENERAL
MAGGI TOMATO KETCHUP  200G,OTHERS,62,56.88,62,0,GENERAL
MAGGI TOMATO KETCHUP  600G,OTHERS,54,0,54,0,GENERAL
MAGGI TOMATO SAUCE    200G,OTHERS,57,47.71,57,0,GENERAL
MAGGI TOMATO SAUCE    600G,OTHERS,102,96.33,102,0,GENERAL
MAGGI.LIME SWE PICK   400G,OTHERS,15,0,15,0,GENERAL
MAGGI MASALA VEG,OTHERS,5,4.48,5,0,GENERAL
KISSAN MIXED FURIT JAM 500 G,OTHERS,195,137.62,195,0,GENERAL
CUTTER D.699,OTHERS,5,2.08,5,0,GENERAL
MAHA IDLY             600G,OTHERS,15,0,15,0,GENERAL
MAJESTIC POWDER       1KG,OTHERS,41,0,41,0,GENERAL
MALTA LIME            1KG,OTHERS,1,0,1,0,GENERAL
MALTAMIN CHOCOLATE    100G,OTHERS,11.5,0,11.5,0,GENERAL
BRIYANI NOODLES66GM,OTHERS,11,11,11,0,GENERAL
MAMBALAM PICKLE,OTHERS,67,43.57,55,0,GENERAL
SANTOOR 100 G,OTHERS,29,23.11,26,0,GENERAL
SABENA SOAP 400 G,OTHERS,38,0,13,0,GENERAL
AACHI PEPPER POWDER 50 G,OTHERS,55,35.67,55,0,GENERAL
MAMIS VADAGAM         100G,OTHERS,7,0,7,0,GENERAL
MAN RICE IDLY POWDER  500G,OTHERS,15,0,15,0,GENERAL
MANATHAKALI VATHAL1KG,OTHERS,340,180,340,0,GENERAL
MANATHAKKALI          BUNC,OTHERS,1,0,1,0,GENERAL
MANGADEEP 3IN1,OTHERS,50,40.7,50,0,GENERAL
MANGALDEEP,OTHERS,50,44,50,0,GENERAL
NOTE BOOK ATTADANCE,OTHERS,80,35,85,0,GENERAL
AACHI CHIC 65 MAS50G,OTHERS,30,18.99,30,0,GENERAL
MANGO RUMANI          1NO,OTHERS,108,45,5,0,GENERAL
MANNA MURUKKU POWDER  500G,OTHERS,20,0,20,0,GENERAL
MANNA PUTTU   POWDER  500G,OTHERS,25,0,25,0,GENERAL
AACHI CORI POW50G,OTHERS,16,8.26,16,0,GENERAL
MANNA SP.RAGI.FL      500G,OTHERS,29,0,25,0,GENERAL
MANNA SPECIAL KANJI   1KG,OTHERS,50,0,50,0,GENERAL
MARATI MOGGU          100G,OTHERS,10,38,10,0,GENERAL
MARGO SOAP100GM,OTHERS,30,25.64,30,0,GENERAL
MARGO SOAP SET        100G,OTHERS,128,108.89,120,0,GENERAL
MARIE GOLD bri43g,OTHERS,10,8.75,10,0,GENERAL
MARIE GOLD bri120g,OTHERS,18,13.51,15,0,GENERAL
MARIE GOLD bri250g,OTHERS,35,28.32,30,0,GENERAL
MAS BADAM             200G,OTHERS,42,0,42,0,GENERAL
MASOOR                1KG,OTHERS,60,0,60,0,GENERAL
AACHI CUMIN POW50G,OTHERS,29,18.09,29,0,GENERAL
MASOOR                200G,OTHERS,12,0,12,0,GENERAL
MASORE DHALL1kg,OTHERS,148,94,148,0,GENERAL
MASORE DHALL200g,OTHERS,28,0,26,0,GENERAL
MASORE DHALL500g,OTHERS,68,0,65,0,GENERAL
MATCH BOX 1Box,OTHERS,10,7.78,10,0,GENERAL
MATCH BOX CHEETA      1NO,OTHERS,1,0,1,0,GENERAL
MATCH BOX HOMELITE    1BOX,OTHERS,6,0,6,0,GENERAL
MATCH BOX HOMELITE    1NO,OTHERS,5,0,5,0,GENERAL
MATCH BOX WAX         1NO,OTHERS,5,0,5,0,GENERAL
MATHAJI PAP JEERA     200G,OTHERS,24,0,30,0,GENERAL
MATHAJI PAP JEERA     250G,OTHERS,28,0,28,0,GENERAL
MATHAJI PAP PEPPER    200G,OTHERS,30,0,30,0,GENERAL
MATHAJI PAP PEPPER    250G,OTHERS,29.5,0,29.5,0,GENERAL
MATHAJI PAPAD         1NO,OTHERS,24,0,24,0,GENERAL
MATKA KULFI           1NO,OTHERS,22,0,22,0,GENERAL
MAX STAPLES           500G,OTHERS,75,0,75,0,GENERAL
MAXAM SOAP            1NO,OTHERS,15,0,15,0,GENERAL
MAXAM SOAP            80G,OTHERS,15,0,15,0,GENERAL
MAXI DEODORANT SPRA   1NO,OTHERS,135,0,135,0,GENERAL
RENT RECEIPT,OTHERS,30,0,30,0,GENERAL
EVER WHITE PEP POW50g,OTHERS,95,79.8,95,0,GENERAL
KWALITYMINI CHO45ML,OTHERS,20,16.67,20,0,GENERAL
MEAL MAKER 1KG,OTHERS,168,112,180,0,GENERAL
MEDIKER COCONUT OIL,OTHERS,19,0,19,0,GENERAL
MEDIKER SHAMPOO,OTHERS,7,0,7,0,GENERAL
MEDIMIX TRANSPARENT,OTHERS,30,9.09,30,0,GENERAL
MEDIMIX COCNAT OIL    150G,OTHERS,37,0,37,0,GENERAL
MEDIMIX SOAP125g,OTHERS,40,36.36,40,0,GENERAL
MEDIMIX SOAP75g,OTHERS,28,25.45,28,0,GENERAL
MEENACHI SAMBRANI     1BOX,OTHERS,45,40.51,45,0,GENERAL
MEERA GOLD            1PK,OTHERS,10,1,20,0,GENERAL
AACHI CORI POW100G,OTHERS,29,16.5,29,0,GENERAL
MEERA REETA POWDER    100G,OTHERS,63,51.83,63,0,GENERAL
MEERA SHAMPOO,OTHERS,3,2.73,3,0,GENERAL
MEERA SHIKAKAI        100G,OTHERS,89,59,89,0,GENERAL
MEERA SHIKAKAI        1PK,OTHERS,4,3.63,4,0,GENERAL
MEERA SHIKAKAI        50G,OTHERS,35,30.5,35,0,GENERAL
MEERA SOAP            1NO,OTHERS,10,0,10,0,GENERAL
MEHANDI CONE          1NO,OTHERS,10,0,7,0,GENERAL
MENTOS1no,OTHERS,10,210,10,0,GENERAL
MENTOS                500G,OTHERS,82.5,0,82.5,0,GENERAL
AACHI TUR POW 100GM,OTHERS,37,13.5,37,0,GENERAL
MESWAK TOOTHPASTE     200G,OTHERS,56,0,30,0,GENERAL
MICKEYS PEPPER POWDER 100G,OTHERS,25,0,25,0,GENERAL
VASELINE H.WHITE300ml,OTHERS,270,221,270,0,GENERAL
GOODDAY CASHEW120g,OTHERS,20,17.75,20,0,GENERAL
GILL 7CCLK STNLS,OTHERS,25,18.62,22,0,GENERAL
MILK CREAM bri100g,OTHERS,25,22.43,25,0,GENERAL
MILK MAID 200g,OTHERS,52,0,54,0,GENERAL
CLOTH COVER 18*14,OTHERS,16,8.78,16,0,GENERAL
MILK MAID KKM         100G,OTHERS,22,0,22,0,GENERAL
MILK MAID MILK TIN    400G,OTHERS,125,0,119,0,GENERAL
MILK MAN              1NO,OTHERS,12,0,12,0,GENERAL
MILK TREAT CHOCOLATE  1NO,OTHERS,14,0,14,0,GENERAL
MILKA CUP CAKES       1NO,OTHERS,6,0,6,0,GENERAL
MILKA WONDER 2 BIS    1NO,OTHERS,6,0,6,0,GENERAL
MILKA WONDER CAKES    1NO,OTHERS,20,0,20,0,GENERAL
MILKA-B BISCUITS      1NO,OTHERS,6.5,0,6.5,0,GENERAL
GINGER PICKLE 300 G,OTHERS,28.5,0,30,0,GENERAL
MILKY BAR CHOCOLATE   20G,OTHERS,10,8.97,10,0,GENERAL
MILKY BAR CHOCOLATE   40G,OTHERS,20,17.03,20,0,GENERAL
MILKY WAY CHOCOLATE   100G,OTHERS,12,17.4,12,0,GENERAL
DUSTER CLOTH YELLOW(S),OTHERS,12,5.5,12,0,GENERAL
PLASTIC BOX SMALL,OTHERS,25,10,25,0,GENERAL
CLOTH BRUSH MEDIUM1NO,OTHERS,35,11.66,35,0,GENERAL
CLOTH CLIP WOOD20NO,OTHERS,55,22,50,0,GENERAL
MINALS CASTOR OIL     100M,OTHERS,18,0,18,0,GENERAL
MINALS CASTOR OIL     200M,OTHERS,24,0,24,0,GENERAL
MINALS CASTOR OIL     500M,OTHERS,40,0,40,0,GENERAL
RIN SURFEXCEL 75 G,OTHERS,5.23,0,5.5,0,GENERAL
MIXED VEGETABLE PICKLE 300 G,OTHERS,38,0,40,0,GENERAL
MINALS CASTOR OIL     50ML,OTHERS,7,0,7,0,GENERAL
MINALS MUSTARD OIL    100M,OTHERS,12.5,0,12.5,0,GENERAL
MINALS MUSTARD OIL    200M,OTHERS,21,0,21,0,GENERAL
MINALS ROSE           100M,OTHERS,8,0,8,0,GENERAL
MINITEMAID200ML,OTHERS,20,17.39,20,0,GENERAL
MINI VANILLA BALL     1NO,OTHERS,15,0,15,0,GENERAL
MINT-O MINT           32G,OTHERS,5,0,5,0,GENERAL
MIRINDA 250ML,OTHERS,20,16.33,20,0,GENERAL
MIRINDA 2LTR,OTHERS,90,70,90,0,GENERAL
WONDERZ MILK VENILA,OTHERS,30,26.08,30,0,GENERAL
BRU COFFEJAR 100G,OTHERS,190,168.22,190,0,GENERAL
MIRINDA 500ML,OTHERS,40,30,40,0,GENERAL
RIN LIQUID 800ML,OTHERS,105,95.21,105,0,GENERAL
MIXED PICKLE          1KG,OTHERS,55,0,55,0,GENERAL
MODERN BREAD ATTA,OTHERS,37,33.5,37,0,GENERAL
MODERN BREAD BIG,OTHERS,45,41,45.5,0,GENERAL
MODERN BREAD FRUIT,OTHERS,20,18,20,0,GENERAL
MODERN BREAD SALT,OTHERS,35,32,35,0,GENERAL
MODERN BREAD SWEET,OTHERS,35,32,33,0,GENERAL
MODERN BUN,OTHERS,10,8.5,10,0,GENERAL
MODERN CAKES          1PK,OTHERS,22,8.5,22,0,GENERAL
TOPPUP BUT SCOTCH200ml,OTHERS,25,16,25,0,GENERAL
MODERN CUP CAKES      100G,OTHERS,12,8.25,12,0,GENERAL
MODERN ENERGY BIS     75G,OTHERS,3,0,3,0,GENERAL
MODERN PAV BUN        1NO,OTHERS,17,0,8,0,GENERAL
MODERN DANISH BUN,OTHERS,10,8.5,10,0,GENERAL
MOHUN`S CORN FLAKES   200G,OTHERS,32,0,32,0,GENERAL
MOHUN`S CORN FLAKES   500G,OTHERS,70,0,70,0,GENERAL
MOOV CREAM30g,OTHERS,66,52.15,66,0,GENERAL
MOP REFILL STEEL,OTHERS,180,0,120,0,GENERAL
RORITO PER MARKER,OTHERS,25,19,25,0,GENERAL
MOP STICK (F)         1NO,OTHERS,50,17,50,0,GENERAL
MOP STICK (R)         1NO,OTHERS,55,27.14,55,0,GENERAL
MORE MILAGAI          100G,OTHERS,30,95,30,0,GENERAL
MORE MILAGAI          1KG,OTHERS,220,105,220,0,GENERAL
MORTEIN COILS         1PK,OTHERS,23,0,25,0,GENERAL
MORTEIN KING MATS     1BOX,OTHERS,40,0,36,0,GENERAL
MORTEIN MATS          1BOX,OTHERS,36,0,25,0,GENERAL
MORTEIN RAT KILL      1NO,OTHERS,25,0,25,0,GENERAL
MORTEIN REFILL        45NI,OTHERS,75,0,75,0,GENERAL
MORTEIN SPRAY         1NO,OTHERS,115,0,49,0,GENERAL
MOSQUITO HUNTER1no,OTHERS,595,470.33,595,0,GENERAL
AACHI MIXED VEG PICKLE 3,OTHERS,65,51.89,65,0,GENERAL
MOTHER'S  PICKLE      1N,OTHERS,60,0,25,0,GENERAL
MOTHER`S RECIPE       100G,OTHERS,12,0,27,0,GENERAL
MOTI SOAP             150G,OTHERS,25,0,25,0,GENERAL
MR WHITE              3KG,OTHERS,120,0,120,0,GENERAL
MR.BEAN COFFEE        200G,OTHERS,39,0,39,0,GENERAL
MR.BEEN COFFE         500G,OTHERS,96,0,96,0,GENERAL
MR.WHITE POWDUR       1KG,OTHERS,50,0,50,0,GENERAL
MR.WHITE SOAP         1NO,OTHERS,6,0,10,0,GENERAL
MTR  DHANYA POWDER50G,OTHERS,17,10.5,17,0,GENERAL
MTR BADAM  FEAST      200G,OTHERS,40,30.91,40,0,GENERAL
DUSTER CLOTH SMA,OTHERS,12,7,12,0,GENERAL
MTR BADAM MILK200M,OTHERS,25,3.89,25,0,GENERAL
MTR BIRIYANY MASALA   200G,OTHERS,30,0,30,0,GENERAL
MTR BISI BHATH        100G,OTHERS,58,52.72,58,0,GENERAL
MTR BURFI BADAM       300G,OTHERS,45,0,45,0,GENERAL
MTR BURFI CHOCOLATE   300G,OTHERS,30,8.64,30,0,GENERAL
MTR BURFI KAJU        300G,OTHERS,45,0,45,0,GENERAL
MTR CHANNA MASALA     100G,OTHERS,23.5,0,30,0,GENERAL
MTR CHATNEY 100G,OTHERS,43,39.09,43,0,GENERAL
MTR CHILLY POWDER     100G,OTHERS,40,22.05,32,0,GENERAL
MTR CUMIN POWDER      50G,OTHERS,28,25.45,28,0,GENERAL
DUSTER CLOTH MED,OTHERS,15,6,15,0,GENERAL
MTR DHANIYA POWDER    100G,OTHERS,32,0,16,0,GENERAL
MTR GARAM MASALA      50G,OTHERS,43,0,43,0,GENERAL
MTR GULABJAMUN        200G,OTHERS,44,0,44,0,GENERAL
MTR ICE CREAM         1N0,OTHERS,20,0,20,0,GENERAL
MTR INS BISI.BHATH    200G,OTHERS,28,0,28,0,GENERAL
MTR INS DOSA MIX      500G,OTHERS,40,0,40,0,GENERAL
MTR INS MURUKU MIX    500G,OTHERS,31,0,31,0,GENERAL
MTR INS PAYASAM MIX   200G,OTHERS,28,0,28,0,GENERAL
MTR INS RAVA IDLY     200G,OTHERS,20,0,24,0,GENERAL
MTR INS RICE IDLY     500G,OTHERS,42,0,42,0,GENERAL
MTR INS UTTAPPAM MIX  500G,OTHERS,35,0,35,0,GENERAL
MTR INST RASAM        200G,OTHERS,25,0,24,0,GENERAL
MTR INST VADA         200G,OTHERS,16,28,16,0,GENERAL
MTR KHARA BHATH       200G,OTHERS,18.5,0,18.5,0,GENERAL
MTR LIME PICKLE       200G,OTHERS,20,0,20,0,GENERAL
MTR MACARONI         200GR,OTHERS,19,17.27,19,0,GENERAL
MTR MANGO AVAKAI PIC  500G,OTHERS,40,0,40,0,GENERAL
